timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2023-12-09 18:14:00+00:00,2351.5095,2351.5095,2351.5095,0,2351.5095,0.0,0.0,ETH/USD
2023-12-09 18:15:00+00:00,2352.84,2352.84,2352.355,0,2352.355,0.0,0.0,ETH/USD
2023-12-09 18:18:00+00:00,2354.5455,2355.156,2353.26,1,2353.26,0.093919391,2353.26,ETH/USD
2023-12-09 18:20:00+00:00,2355.2725,2355.2725,2354.4305,0,2354.4305,0.0,0.0,ETH/USD
2023-12-09 18:22:00+00:00,2355.757,2355.757,2355.757,0,2355.757,0.0,0.0,ETH/USD
2023-12-09 18:24:00+00:00,2356.0855,2356.0855,2356.0855,0,2356.0855,0.0,0.0,ETH/USD
2023-12-09 18:25:00+00:00,2356.504,2356.504,2354.69,1,2354.69,0.1702,2354.69,ETH/USD
2023-12-09 18:27:00+00:00,2356.1405,2356.1405,2356.1405,0,2356.1405,0.0,0.0,ETH/USD
2023-12-09 18:28:00+00:00,2355.354,2355.354,2355.354,0,2355.354,0.0,0.0,ETH/USD
2023-12-09 18:30:00+00:00,2356.1,2356.1,2356.1,0,2356.1,0.0,0.0,ETH/USD
2023-12-09 18:31:00+00:00,2356.6985,2356.6985,2356.6985,0,2356.6985,0.0,0.0,ETH/USD
2023-12-09 18:36:00+00:00,2359.381,2359.381,2359.381,0,2359.381,0.0,0.0,ETH/USD
2023-12-09 18:37:00+00:00,2357.892,2357.892,2357.892,0,2357.892,0.0,0.0,ETH/USD
2023-12-09 18:38:00+00:00,2358.2315,2358.2315,2358.2315,0,2358.2315,0.0,0.0,ETH/USD
2023-12-09 18:39:00+00:00,2359.0,2359.0,2359.0,0,2359.0,0.0,0.0,ETH/USD
2023-12-09 18:44:00+00:00,2360.5185,2360.5185,2360.105,0,2360.105,0.0,0.0,ETH/USD
2023-12-09 18:46:00+00:00,2359.23,2359.23,2359.23,0,2359.23,0.0,0.0,ETH/USD
2023-12-09 18:47:00+00:00,2360.279,2360.84,2359.968,1,2360.84,0.000424724,2360.84,ETH/USD
2023-12-09 18:48:00+00:00,2359.2655,2359.2655,2359.2655,0,2359.2655,0.0,0.0,ETH/USD
2023-12-09 18:50:00+00:00,2360.422,2360.422,2360.147,0,2360.147,0.0,0.0,ETH/USD
2023-12-09 18:51:00+00:00,2360.735,2360.735,2360.735,0,2360.735,0.0,0.0,ETH/USD
2023-12-09 18:52:00+00:00,2359.857,2359.857,2359.857,0,2359.857,0.0,0.0,ETH/USD
2023-12-09 18:54:00+00:00,2360.485,2360.485,2360.485,0,2360.485,0.0,0.0,ETH/USD
2023-12-09 18:55:00+00:00,2359.72,2359.72,2359.72,0,2359.72,0.0,0.0,ETH/USD
2023-12-09 19:00:00+00:00,2358.3605,2358.3605,2358.3605,0,2358.3605,0.0,0.0,ETH/USD
2023-12-09 19:01:00+00:00,2357.715,2357.715,2357.715,0,2357.715,0.0,0.0,ETH/USD
2023-12-09 19:02:00+00:00,2359.815,2359.815,2358.9235,0,2358.9235,0.0,0.0,ETH/USD
2023-12-09 19:03:00+00:00,2359.459,2359.89,2359.459,0,2359.89,0.0,0.0,ETH/USD
2023-12-09 19:05:00+00:00,2359.8,2359.8,2359.3965,0,2359.3965,0.0,0.0,ETH/USD
2023-12-09 19:06:00+00:00,2360.3,2360.3,2360.3,0,2360.3,0.0,0.0,ETH/USD
2023-12-09 19:08:00+00:00,2359.8715,2359.8715,2359.8715,0,2359.8715,0.0,0.0,ETH/USD
2023-12-09 19:09:00+00:00,2360.5035,2360.5035,2360.5035,0,2360.5035,0.0,0.0,ETH/USD
2023-12-09 19:15:00+00:00,2360.5,2360.5,2360.5,0,2360.5,0.0,0.0,ETH/USD
2023-12-09 19:16:00+00:00,2360.5,2361.0,2360.5,1,2360.56,0.1702,2361.0,ETH/USD
2023-12-09 19:17:00+00:00,2361.0,2361.0,2361.0,1,2361.0,0.01,2361.0,ETH/USD
2023-12-09 19:18:00+00:00,2359.41,2359.41,2359.41,0,2359.41,0.0,0.0,ETH/USD
2023-12-09 19:21:00+00:00,2359.7,2359.7,2359.7,0,2359.7,0.0,0.0,ETH/USD
2023-12-09 19:22:00+00:00,2359.24,2359.24,2359.24,0,2359.24,0.0,0.0,ETH/USD
2023-12-09 19:25:00+00:00,2359.5065,2359.5065,2359.095,0,2359.095,0.0,0.0,ETH/USD
2023-12-09 19:26:00+00:00,2359.976,2359.976,2359.976,0,2359.976,0.0,0.0,ETH/USD
2023-12-09 19:30:00+00:00,2359.14,2359.14,2359.14,0,2359.14,0.0,0.0,ETH/USD
2023-12-09 19:31:00+00:00,2359.14,2359.2,2359.14,0,2359.2,0.0,0.0,ETH/USD
2023-12-09 19:32:00+00:00,2359.8145,2359.8145,2359.8145,0,2359.8145,0.0,0.0,ETH/USD
2023-12-09 19:36:00+00:00,2360.45,2360.45,2360.45,0,2360.45,0.0,0.0,ETH/USD
2023-12-09 19:38:00+00:00,2359.95,2360.145,2359.95,0,2360.145,0.0,0.0,ETH/USD
2023-12-09 19:39:00+00:00,2358.6275,2359.0065,2358.6275,0,2359.0065,0.0,0.0,ETH/USD
2023-12-09 19:41:00+00:00,2360.187,2360.187,2360.187,0,2360.187,0.0,0.0,ETH/USD
2023-12-09 19:42:00+00:00,2359.364,2359.364,2359.364,0,2359.364,0.0,0.0,ETH/USD
2023-12-09 19:45:00+00:00,2359.745,2359.745,2359.745,0,2359.745,0.0,0.0,ETH/USD
2023-12-09 19:46:00+00:00,2359.745,2361.0,2359.745,1,2361.0,0.000424724,2361.0,ETH/USD
2023-12-09 19:47:00+00:00,2358.805,2358.805,2358.805,0,2358.805,0.0,0.0,ETH/USD
2023-12-09 19:50:00+00:00,2359.57,2359.57,2359.57,0,2359.57,0.0,0.0,ETH/USD
2023-12-09 19:52:00+00:00,2357.72,2357.72,2357.72,0,2357.72,0.0,0.0,ETH/USD
2023-12-09 19:54:00+00:00,2359.4025,2359.4025,2359.4025,0,2359.4025,0.0,0.0,ETH/USD
2023-12-09 19:57:00+00:00,2357.665,2359.003,2357.665,1,2357.9895,0.002062395,2359.003,ETH/USD
2023-12-09 19:59:00+00:00,2358.665,2358.665,2358.665,0,2358.665,0.0,0.0,ETH/USD
2023-12-09 20:00:00+00:00,2357.695,2357.9495,2357.695,0,2357.9495,0.0,0.0,ETH/USD
2023-12-09 20:02:00+00:00,2358.8665,2358.8665,2358.005,0,2358.005,0.0,0.0,ETH/USD
2023-12-09 20:03:00+00:00,2358.95,2358.95,2358.95,0,2358.95,0.0,0.0,ETH/USD
2023-12-09 20:05:00+00:00,2357.34,2357.9995,2357.34,0,2357.9995,0.0,0.0,ETH/USD
2023-12-09 20:08:00+00:00,2357.3425,2357.3425,2357.3425,0,2357.3425,0.0,0.0,ETH/USD
2023-12-09 20:14:00+00:00,2356.715,2356.715,2356.715,0,2356.715,0.0,0.0,ETH/USD
2023-12-09 20:15:00+00:00,2355.1925,2355.1925,2355.1925,0,2355.1925,0.0,0.0,ETH/USD
2023-12-09 20:20:00+00:00,2354.555,2354.555,2354.555,0,2354.555,0.0,0.0,ETH/USD
2023-12-09 20:21:00+00:00,2355.9,2355.964,2355.9,0,2355.964,0.0,0.0,ETH/USD
2023-12-09 20:22:00+00:00,2356.107,2356.905,2356.107,0,2356.905,0.0,0.0,ETH/USD
2023-12-09 20:23:00+00:00,2353.605,2354.3705,2353.605,0,2354.3705,0.0,0.0,ETH/USD
2023-12-09 20:27:00+00:00,2353.75,2353.75,2353.75,0,2353.75,0.0,0.0,ETH/USD
2023-12-09 20:28:00+00:00,2352.55,2352.55,2352.55,0,2352.55,0.0,0.0,ETH/USD
2023-12-09 20:30:00+00:00,2350.765,2351.9615,2350.765,0,2351.9615,0.0,0.0,ETH/USD
2023-12-09 20:31:00+00:00,2347.5385,2348.455,2347.5385,0,2348.455,0.0,0.0,ETH/USD
2023-12-09 20:33:00+00:00,2349.4555,2349.4555,2349.4555,0,2349.4555,0.0,0.0,ETH/USD
2023-12-09 20:34:00+00:00,2348.7315,2348.7315,2348.7315,0,2348.7315,0.0,0.0,ETH/USD
2023-12-09 20:35:00+00:00,2350.9145,2350.9145,2349.32,0,2349.32,0.0,0.0,ETH/USD
2023-12-09 20:37:00+00:00,2351.465,2351.465,2351.465,0,2351.465,0.0,0.0,ETH/USD
2023-12-09 20:39:00+00:00,2351.055,2351.055,2351.055,0,2351.055,0.0,0.0,ETH/USD
2023-12-09 20:40:00+00:00,2352.665,2352.665,2351.904,0,2351.904,0.0,0.0,ETH/USD
2023-12-09 20:41:00+00:00,2354.44,2355.054,2354.44,1,2355.054,1.0,2355.054,ETH/USD
2023-12-09 20:42:00+00:00,2355.47,2355.47,2355.47,0,2355.47,0.0,0.0,ETH/USD
2023-12-09 20:45:00+00:00,2354.0255,2355.294,2354.0255,1,2354.3505,0.000424724,2355.294,ETH/USD
2023-12-09 20:48:00+00:00,2353.7015,2353.7015,2352.807,0,2352.807,0.0,0.0,ETH/USD
2023-12-09 20:49:00+00:00,2354.4325,2354.4325,2354.4325,0,2354.4325,0.0,0.0,ETH/USD
2023-12-09 20:51:00+00:00,2353.568,2353.568,2353.568,0,2353.568,0.0,0.0,ETH/USD
2023-12-09 20:52:00+00:00,2354.55,2354.55,2354.55,0,2354.55,0.0,0.0,ETH/USD
2023-12-09 20:53:00+00:00,2354.067,2354.067,2353.5665,0,2353.5665,0.0,0.0,ETH/USD
2023-12-09 20:55:00+00:00,2352.3,2352.3,2352.3,0,2352.3,0.0,0.0,ETH/USD
2023-12-09 20:56:00+00:00,2353.8605,2353.8605,2353.8605,0,2353.8605,0.0,0.0,ETH/USD
2023-12-09 20:57:00+00:00,2353.902,2355.1,2353.8605,1,2355.1,0.004581973,2355.1,ETH/USD
2023-12-09 21:01:00+00:00,2352.115,2353.021,2352.115,0,2353.021,0.0,0.0,ETH/USD
2023-12-09 21:02:00+00:00,2351.7795,2351.7795,2351.7795,0,2351.7795,0.0,0.0,ETH/USD
2023-12-09 21:03:00+00:00,2353.75,2353.75,2352.343,0,2352.343,0.0,0.0,ETH/USD
2023-12-09 21:04:00+00:00,2352.45,2352.45,2352.45,0,2352.45,0.0,0.0,ETH/USD
2023-12-09 21:07:00+00:00,2351.751,2352.3745,2351.751,0,2352.3745,0.0,0.0,ETH/USD
2023-12-09 21:09:00+00:00,2350.928,2350.928,2350.928,0,2350.928,0.0,0.0,ETH/USD
2023-12-09 21:11:00+00:00,2349.806,2349.806,2349.806,0,2349.806,0.0,0.0,ETH/USD
2023-12-09 21:12:00+00:00,2347.07,2348.2895,2347.07,0,2348.2895,0.0,0.0,ETH/USD
2023-12-09 21:14:00+00:00,2345.94,2345.94,2345.94,0,2345.94,0.0,0.0,ETH/USD
2023-12-09 21:15:00+00:00,2345.606,2345.606,2345.606,0,2345.606,0.0,0.0,ETH/USD
2023-12-09 21:16:00+00:00,2347.6065,2347.6065,2346.36,1,2347.239,0.002072731,2347.239,ETH/USD
2023-12-09 21:17:00+00:00,2346.55,2346.55,2346.55,0,2346.55,0.0,0.0,ETH/USD
